time,open,high,low,close,EXTREME BUY,STRONG BUY,BUY,EXTREME SELL,STRONG SELL,SELL,FTD Progress,HIGH RISK,EMA20,EMA60,SMA200,Bottom Score,Top Score,Risk Score,Stage,Stage Count (v19.1: Hysteresis Test),Trend Score,Momentum Score,Volatility Score,Context Score,Buy Probability (%),FTD Rally Day,FTD Confirmed,FTD Candidate,VIX,VIX Score,Distance from 52W Low (%),Distance from 52W High (%),Risk-Reward Score,Sentiment Score,Liquidity Score,Recession Score,Safe Haven Score,TD Buy Count,TD Buy 9,TD Buy 13+,WVF Extreme,WVF Filtered,RSI,Volume,Buy Extreme Signal,Buy Strong Signal,Buy Moderate Signal,Risk High Signal,VIX Regime (0=LOW/1=NORMAL/2=HIGH),VIX Regime Adjust,EXTREME BUY Threshold,STRONG BUY Threshold,FTD Score (v19: 1.0pt),TD Score (v19: 5.0pt),WVF Score (v19: 1.0pt),TD Volatility Weight
1288791000,55.61,55.61,54.92,55.39999,0,0,0,0,0,0,0,0,54.65689297197714,53.11892255297363,49.64426430000003,5.909874736571704,0,0,2,22,0,0,3.3148111375050284,2.057802259378339,40.4555372515451,0,0,0,21.57001,0,41.25443651198369,1.3883946935554705,0,0,0,0,0,0,0,0,0,0,61.13326493302005,1589353,0,0,0,0,0,3,21,17,0,0,0,1
1288877400,55.91,56.78,55.77,56.67999,0,0,0,0,1,0,0,0,54.84956887940789,53.2356788627122,49.70916425000003,5.855372372277115,13.821027592474438,0,2,23,0,0,3.265263533600856,2.057802259378339,40.25490694433395,0,0,0,19.56,0,44.518077511473734,0.17613596336739096,0,0,0,0,0,0,0,0,0,0,69.46413817847915,1186416,0,0,0,0,0,3,21,17,0,0,0,1
1288963800,56.88,57.645,56.46001,57.28999,0,0,0,0,0,0,0,0,55.0819899385119,53.36860709672163,49.782614150000036,5.418107882247685,13.373825273126158,0,2,24,0,0,2.867750360846829,2.057802259378339,38.65758233623799,0,0,0,18.52,0,46.07340642529323,0.6158556683146847,0,0,0,0,0,0,0,0,0,0,72.49036730703392,1534199,0,0,0,0,0,3,21,17,0,0,0,1
1289226600,57.13,57.3,56.5,56.98,0,0,0,0,0,0,0,0,55.26275280151077,53.487013421419284,49.85301420000003,5.9613517664625375,12.567964192105642,0,2,25,0,0,3.3616084374057853,2.057802259378339,40.645324387410355,0,0,0,18.25999,0,42.66399599399099,1.1536126290224757,0,0,0,0,0,0,0,0,0,0,68.76099036646809,1784698,0,0,0,0,0,3,21,17,0,0,0,1
1289313000,57.12,57.21001,54.28999,54.67,0,0,1,0,0,0,0,0,55.20630015374784,53.525799866618655,49.913864200000035,7.738470396397921,0,0,2,26,0,0,4.441330396398645,2.593642691235828,47.33099750450672,0,0,0,18.28999,0,35.556657575006206,5.160898603521556,0,0,0,0,0,1,0,0,1,0,48.667872834041496,3079755,0,0,0,0,0,3,21,17,0,0,1,1
1289399400,54.91,55.38,54.7,55.35001,0,0,0,0,0,0,0,0,55.21998680577185,53.58561003492624,49.97621425000003,5.631241746887011,0,0,2,27,0,0,2.5256679877523633,2.593642691235828,39.433343085896745,0,0,0,19.08,0,37.24277212992809,3.9812472894440205,0,0,0,0,0,2,0,0,1,0,53.02004255614265,1479970,0,0,0,0,0,3,21,17,0,0,1,1
1289485800,55,55.42999,54.75,54.91,0,0,0,0,0,0,0,0,55.1904642528412,53.62903265673194,50.038214300000035,6.08264127290923,0,0,2,28,0,0,3.2141768399149035,2.3154970445480325,41.09359500654543,0,0,0,18.47,0,36.15174807835358,4.744557203573608,0,0,0,0,0,3,0,0,0,1,50.06230693921475,1305003,0,0,0,0,0,3,21,17,0,0,0.5,1
1289572200,54.60001,55.06,54.13,54.39999,0,0,0,0,0,0,0,0,55.11518099066585,53.654309946675156,50.098864250000034,12.179702646037848,0,0,2,1,0,5,3.4788142597076677,2.593642691235828,63.93081584592015,0,0,0,18.64,0,34.88715596330276,5.629300026021338,0,0,0,0,0,4,0,0,1,0,46.803220739755105,1683687,0,0,0,0,0,3,21,17,0,0,1,1
1289831400,54.52,54.82001,53.78999,53.88,0,0,0,0,0,0,0,0,54.99754470584053,53.66170962055466,50.15306430000003,12.178576055570918,0,0,2,2,0,5,3.4777900865559146,2.593642691235828,63.926842715803666,0,0,0,20.61,0,33.59781800148774,6.531355711683581,0,0,0,0,0,5,0,0,1,0,43.680899756367,2016902,0,0,0,0,0,3,21,17,0,0,1,1
1289917800,53.50999,53.53999,51.62,52.03,0,0,0,0,0,0,0,0,54.714921400522385,53.6082109444709,50.195064300000034,13.34560863893579,0,0,2,1,0,5,4.36218791479787,2.7701835751437556,67.93250239625134,0,0,0,20.2,0,29.010662038184982,9.740654002949087,0,0,0,0,0,6,0,0,1,0,34.788826902757165,3892649,0,0,0,0,0,3,21,17,0,0,1,1
